"","reviewid","label"
"8542",14328,"pawn"
"8543",14446,"capitol"
"8544",14446,"irs"
"8545",14453,"vagrant"
"8546",14453,"ghostly"
"8547",14422,"hardly art"
"8548",14447,"white denim"
"8549",14437,"yep roc"
"8550",14449,"def jam"
"8551",14430,"caldo verde"
"8552",14426,"asthmatic kitty"
"8553",14440,"discourage records"
"8554",14440,"bob desper music"
"8555",14431,"scotch tapes"
"8556",14434,"interscope"
"8557",14434,"n.e.e.t."
"8558",14414,"self-released"
"8559",14408,"lefse"
"8560",14441,"fat cat"
"8561",14277,"casa nueva"
"8562",14433,"anticon"
"8563",14410,"munster"
"8564",14443,"waaga"
"8565",14405,"smalltown supersound"
"8566",14423,"soundway"
"8567",14439,"interscope"
"8568",14444,"self-released"
"8569",14429,"cantaloupe"
"8570",14421,"thrill jockey"
"8571",14416,"c.sides"
"8572",14436,"self-released"
"8573",14432,"merok"
"8574",14438,"hydra head"
"8575",14400,"knitting factory"
"8576",14435,"relapse"
"8577",14424,"def jam"
"8578",14425,"kompakt"
"8579",14378,"foreign leisure"
"8580",14417,"schematic"
"8581",14419,"thizz city"
"8582",14411,"fabric"
"8583",14409,"self-released"
"8584",14376,"greedhead"
"8585",14376,"mishka"
"8586",14399,"mad decent"
"8587",14321,"nice"
"8588",14415,"fat possum"
"8589",14404,"polydor"
"8590",14418,"self-released"
"8591",14396,"century media"
"8592",14395,"self-released"
"8593",14407,"modular"
"8594",14407,"sincerely yours"
"8595",14413,"matador"
"8596",14371,"fortuna pop!"
"8597",14385,""
"8598",14403,"atp"
"8599",14398,"sub pop"
"8600",14393,"fat cat"
"8601",14388,"hassle"
"8602",14406,"social registry"
"8603",14387,"important"
"8604",14366,"olde english spelling bee"
"8605",14357,"peoples potential unlimited"
"8606",14401,"slumberland"
"8607",14389,"barsuk"
"8608",14372,"hessle"
"8609",14386,"def jam"
"8610",14373,"mon amie"
"8611",14402,"universal republic"
"8612",14390,"sublime frequencies"
"8613",14363,"dial"
"8614",14381,"polydor"
"8615",14381,"wichita"
"8616",14381,"glassnote"
"8617",14353,"matador"
"8618",14377,"!k7"
"8619",14397,"olde english spelling bee"
"8620",14298,"song, by toad"
"8621",14348,"lovepump united"
"8622",14348,"city slang"
"8623",14392,"big brother"
"8624",14354,"fortuna pop!"
"8625",14391,"lookout mountain"
"8626",14360,"secretly canadian"
"8627",14358,"ice h2o"
"8628",14375,"honest jon's"
"8629",14332,"sounds familyre"
"8630",14382,"virgin"
"8631",14384,"american myth"
"8632",14349,"vagrant"
"8633",14349,"soft revolution"
"8634",14317,"nonesuch"
"8635",14370,"capitol"
"8636",14370,"plain"
"8637",14361,"kanine"
"8638",14293,"max"
"8639",14380,"interscope"
"8640",14380,"shady"
"8641",14380,"aftermath"
"8642",14379,"geffen"
"8643",14365,"divine comedy"
"8644",14368,"thrill jockey"
"8645",14296,"jive"
"8646",14296,"monkey puzzle"
"8647",14359,"virgin"
"8648",14359,"freestyle dust"
"8649",14327,"profan"
"8650",14369,"warner bros."
"8651",14356,"allido"
"8652",14351,"audraglint"
"8653",14336,"mad decent"
"8654",14355,"sideonedummy"
"8655",14342,"hammock"
"8656",14344,"lefse"
"8657",14334,"waaga"
"8658",14367,"universal motown"
"8659",14367,"cash money"
"8660",14367,"young money entertainment"
"8661",14350,"dangerbird"
"8662",14329,"cake"
"8663",14362,"mute"
"8664",14347,"goner"
"8665",14340,"null corporation"
"8666",14343,NA
"8667",14346,"frenchkiss"
"8668",14352,"ashmont"
"8669",14312,"sublime frequencies"
"8670",14326,"editions mego"
"8671",14335,"mom & pop"
"8672",14322,"domino"
"8673",14338,"kompakt"
"8674",14345,"merge"
"8675",14288,"rhino"
"8676",14341,"mute"
"8677",14341,"city slang"
"8678",14314,"crammed discs"
"8679",14337,"oh boy"
"8680",14278,"erased tapes"
"8681",14275,"editions mego"
"8682",14330,"epitaph"
"8683",14325,"sugar hill"
"8684",14303,"polyvinyl"
"8685",14311,"thrill jockey"
"8686",14331,"xl"
"8687",14333,"island"
"8688",14333,"moshi moshi"
"8689",14306,"in my room"
"8690",14248,"lost highway"
"8691",14302,"rocket girl"
"8692",14324,"4ad"
"8693",14318,"secretly canadian"
"8694",14323,"numero group"
"8695",14310,"captured tracks"
"8696",14320,"asthmatic kitty"
"8697",14276,"sub pop"
"8698",14255,"heavenly"
"8699",14308,"self-released"
"8700",14313,"ipecac"
"8701",14307,"partisan"
"8702",14280,"captured tracks"
"8703",14267,"merge"
"8704",14319,"universal"
"8705",14319,"polydor"
"8706",14316,"self-released"
"8707",14315,"fantasy"
"8708",14270,"punch drunk"
"8709",14305,"all city"
"8710",14304,"grassroots"
"8711",14309,"koch"
"8712",14284,"upset the rhythm"
"8713",14294,"interscope"
"8714",14294,"konichiwa"
"8715",14294,"cherrytree"
"8716",14299,"warp"
"8717",14301,"filter"
"8718",14301,"merok"
"8719",14218,"control group"
"8720",14218,"irony bored"
"8721",14263,"in a circle"
"8722",14279,"modular"
"8723",14289,"cte"
"8724",14295,"matador"
"8725",14266,"siltbreeze"
"8726",14287,"soft landing"
"8727",14233,"sub pop"
"8728",14300,"xl"
"8729",14300,"third man"
"8730",14285,"self-released"
"8731",14291,"lo"
"8732",14290,"jagjaguwar"
"8733",14286,"templar label group"
"8734",14297,"merge"
"8735",14258,"secretly canadian"
"8736",14247,"xemu"
"8737",14206,"self-released"
"8738",14292,"blacksmith"
"8739",14260,"anticon"
"8740",14262,"mexican summer"
"8741",14272,"temporary residence"
"8742",14274,"important"
"8743",14229,"r&s"
"8744",14281,"captured tracks"
"8745",14283,"!k7"
"8746",14214,"k"
"8747",14282,"kanine"
"8748",14273,"warp"
"8749",14265,"def jam"
"8750",14265,"universal republic"
"8751",14235,"majordomo"
"8752",14244,"bpitch control"
"8753",14239,"ghostly"
"8754",14271,"bad boy"
"8755",14271,"wondaland arts society"
"8756",14269,"sub pop"
"8757",14269,"warner bros."
"8758",14269,"transgressive"
"8759",14268,"facemob"
"8760",14102,"trash talk collective"
"8761",14252,"kitsun"
"8762",14264,"universal"
"8763",14222,"nonesuch"
"8764",14259,"stones throw"
"8765",14256,"thrill jockey"
"8766",14250,"drag city"
"8767",14243,"fat possum"
"8768",14243,"columbia"
"8769",14243,"brown"
"8770",14249,"drag city"
"8771",14261,"sacred bones"
"8772",14253,"hozac"
"8773",14236,"paper bag"
"8774",14257,"virgin"
"8775",14257,"parlophone"
"8776",14257,"dfa"
"8777",14240,"hydra head"
"8778",14245,"labrador"
"8779",14234,"home normal"
"8780",14161,"in the red"
"8781",14251,"n.e.e.t."
"8782",14251,"mom & pop"
"8783",14207,"young turks"
"8784",14215,"the end"
"8785",14215,"indie"
"8786",14230,"social registry"
"8787",14246,"interscope"
"8788",14241,"sub pop"
"8789",14228,"polyvinyl"
"8790",14242,"atlantic"
"8791",14242,"grand hustle"
"8792",14242,"rebel rock"
"8793",14226,"in the red"
"8794",14238,"fabric"
"8795",14217,"sub pop"
"8796",14220,"dead oceans"
"8797",14232,"sugar hill"
"8798",14193,"we are free"
"8799",14227,"erased tapes"
"8800",14227,"kning"
"8801",14237,"third man"
"8802",14225,"anti-"
"8803",14231,"double six"
"8804",14213,"ostgut ton"
"8805",14208,"fan death"
"8806",14203,"4ad"
"8807",14224,"woodsist"
"8808",14223,"surrender all"
"8809",14219,"yep roc"
"8810",14212,"jagjaguwar"
"8811",14212,"brah"
"8812",14202,"domino"
"8813",14221,"three lobed"
"8814",14221,"fina"
"8815",14221,"jack rose llc"
"8816",14211,"wall of sound"
"8817",14210,"mexican summer"
"8818",14216,"lovepump united"
"8819",14198,"warp"
"8820",14188,"jagjaguwar"
"8821",14205,"universal"
"8822",14204,"graveface"
"8823",14177,"thrill jockey"
"8824",14195,"matador"
"8825",14194,"get physical"
"8826",14154,"big dada"
"8827",14187,"sound of a handshake"
"8828",14209,"milan"
"8829",14196,"rough trade"
"8830",14196,"vagrant"
"8831",14138,"dangerbird"
"8832",14192,"drag city"
"8833",14192,"tin angel"
"8834",14183,"moshi moshi"
"8835",14199,"hardly art"
"8836",14200,"arts & crafts"
"8837",14201,"season of mist"
"8838",14197,"sargent house"
"8839",14170,"black bell"
"8840",14182,"thrill jockey"
"8841",14176,"burning mill"
"8842",14172,"dead oceans"
"8843",14163,"traum schallplatten"
"8844",14180,"sonic cathedral"
"8845",14189,"bpitch control"
"8846",14190,"fiction"
"8847",14190,"last gang"
"8848",14190,"universal motown"
"8849",14136,"fiction"
"8850",14164,"prophecy"
"8851",14174,"st. ives"
"8852",14191,"twosyllable"
"8853",14165,"!k7"
"8854",14143,"brille"
"8855",14179,"saddle creek"
"8856",14185,"american"
"8857",14184,"makeshift music"
"8858",14178,"mercury"
"8859",14178,"island def jam"
"8860",14178,"cherryforever"
"8861",14175,"sub pop"
"8862",14186,"hydra head"
"8863",14151,"asthmatic kitty"
"8864",14181,"kill rock stars"
"8865",14146,"labrador"
"8866",14158,"universal"
"8867",14159,"dischord"
"8868",14171,"sublime frequencies"
"8869",14169,"soft abuse"
"8870",14173,"nul"
"8871",14173,"dovecote"
"8872",14156,"decca"
"8873",14168,"nonesuch"
"8874",14168,"world circuit"
"8875",14167,"sweetbreads creative collective"
"8876",14155,"manimal vinyl"
"8877",14147,"true panther"
"8878",14148,"elephant six"
"8879",14148,"yep roc"
"8880",14148,"simian"
"8881",14160,NA
"8882",14162,"kranky"
"8883",14166,"drag city"
"8884",14149,"bedroom community"
"8885",14153,"fledg'ling"
"8886",14116,"thrill jockey"
"8887",14126,"planet "
"8888",14145,"last gang"
"8889",14157,"merge"
"8890",14118,"ruffa lane"
"8891",14127,"brainfeeder"
"8892",14150,"city centre offices"
"8893",14152,"luaka bop"
"8894",14141,"merge"
"8895",14123,"secret city"
"8896",14142,"hall of justus"
"8897",14086,"nave"
"8898",14137,"ghostly"
"8899",14135,"drag city"
"8900",14144,"warner bros."
"8901",14144,"asylum"
"8902",14139,"cryptogramophone"
"8903",14140,"thrill jockey"
"8904",14133,"goner"
"8905",14110,"dead oceans"
"8906",14134,"brah"
"8907",14108,"smc"
"8908",14130,"crammed discs"
"8909",14128,"fantastic plastic"
"8910",14125,"legacy"
"8911",14124,"full pupp"
"8912",14129,"tee pee"
"8913",14131,"hyperdub"
"8914",14132,"kanine"
"8915",14120,"anti-"
"8916",14089,"anti-"
"8917",14081,"kompakt"
"8918",14109,"arts & crafts"
"8919",14119,"domino"
"8920",14122,"columbia"
"8921",14111,"accidental"
"8922",14121,"stones throw"
"8923",14100,"jagjaguwar"
"8924",14080,"thrill jockey"
"8925",14112,"def jam"
"8926",14103,"thrill jockey"
"8927",14106,"k"
"8928",14114,"anticon"
"8929",14117,"woodsist"
"8930",14113,"nonesuch"
"8931",14113,"todomundo"
"8932",14058,"altitude"
"8933",14115,"luaka bop"
"8934",14072,"warp"
"8935",14104,"true panther"
"8936",14107,"emi"
"8937",14079,"blackball"
"8938",14078,"sick thirst"
"8939",14105,"vice"
"8940",14090,"ghostly"
"8941",14095,"motown"
"8942",14093,"matador"
"8943",14099,"stones throw"
"8944",14101,"thrill jockey"
"8945",14101,"full time hobby"
"8946",14060,"self-released"
"8947",14098,"xl"
"8948",14085,"daptone"
"8949",14097,"cooking vinyl"
"8950",14096,"chemikal underground"
"8951",14092,"klangbad"
"8952",14088,"drag city"
"8953",14075,"astralwerks"
"8954",14075,"virgin"
"8955",14076,"hotflush"
"8956",14091,"cooking vinyl"
"8957",14087,"three ring"
"8958",14082,"mute"
"8959",14074,"slumberland"
"8960",14041,"morr"
"8961",14052,"shrug"
"8962",14065,"lefse"
"8963",14054,"sub pop"
"8964",14054,"hozac"
"8965",14071,"self-released"
"8966",14084,"glacial pace"
"8967",14077,"kranky"
"8968",14047,"sargent house"
"8969",14083,"domino"
"8970",14083,"20/20/20"
"8971",14069,"soft abuse"
"8972",14073,"infinite best"
"8973",14050,"now again"
"8974",14050,"shadoks"
"8975",14043,NA
"8976",14070,"kill rock stars"
"8977",14023,"strut"
"8978",14066,"merge"
"8979",14064,"type"
"8980",14067,"tee pee"
"8981",14068,"warner bros."
"8982",14068,"third man"
"8983",14037,"rocket girl"
"8984",14032,"sub pop"
"8985",14034,"hum+haw"
"8986",14056,"kill rock stars"
"8987",14063,"mute"
"8988",14062,"polyvinyl"
"8989",14049,"traffic entertainment"
"8990",14057,"bella union"
"8991",14061,"the numbers"
"8992",14035,"saddle creek"
"8993",14038,"shout! factory"
"8994",14029,"4ad"
"8995",14048,"team love"
"8996",14048,"bad panda"
"8997",14059,"ecstatic peace"
"8998",14039,"parlophone"
"8999",14039,"dfa"
"9000",14055,"merge"
"9001",14053,"faces"
"9002",14044,"underwater peoples"
"9003",14027,"+1"
"9004",14036,"merge"
"9005",14051,"warp"
"9006",14033,"acute"
"9007",13913,"ubiquity"
"9008",14024,"bella union"
"9009",14045,"secretly canadian"
"9010",14020,"mylene sheath"
"9011",14031,"true panther"
"9012",14025,"woodsist"
"9013",14028,"geffen"
"9014",14028,"polydor"
"9015",14040,"astralwerks"
"9016",14040,"dfa"
"9017",14030,"ecstatic peace"
"9018",14004,"banter"
"9019",14005,"rough trade"
"9020",14005,"in the red"
"9021",14026,"thrill jockey"
"9022",13965,"rough trade"
"9023",13955,"frenchkiss"
"9024",13955,"mom & pop"
"9025",14042,"sub pop"
"9026",14046,"universal sound"
"9027",13980,"someone good"
"9028",13993,"ato"
"9029",13973,"jagjaguwar"
"9030",14009,"a"
"9031",13986,"staubgold"
"9032",14015,"matador"
"9033",14015,"true panther"
"9034",14011,"sargent house"
"9035",14017,"melodic"
"9036",14017,"goner"
"9037",14016,"empty cellar"
"9038",14019,"warp"
"9039",14022,"italian beach babes"
"9040",14022,"paradise vendors"
"9041",14010,"xl"
"9042",14012,"post present medium"
"9043",14014,"majordomo"
"9044",14018,"arcade sound"
"9045",14003,"soundway"
"9046",13979,"columbia"
"9047",13987,"sacred bones"
"9048",13982,"dead oceans"
"9049",14000,"polyvinyl"
"9050",14013,"drag city"
"9051",14008,"virgin"
"9052",14001,"abstract dragon"
"9053",13999,"neurot"
"9054",13994,"duckdown"
"9055",13977,"kanine"
"9056",13991,"mute"
"9057",13992,"matador"
"9058",13998,"mego"
"9059",14007,"hardly art"
"9060",13843,"angular"
"9061",14002,"matador"
"9062",14002,"domino"
"9063",13983,"fat cat"
"9064",14006,"warp"
"9065",13996,"kompakt"
"9066",13958,"sounds familyre"
"9067",13997,"self-released"
"9068",13969,"sub pop"
"9069",13953,"anticon"
"9070",13995,"polydor"
"9071",13959,"fat possum"
"9072",13968,"warp"
"9073",13894,"ato"
"9074",13990,"western vinyl"
"9075",13976,"bedroom community"
"9076",13978,"soundway"
"9077",13989,"brassland"
"9078",13887,"brushfire"
"9079",13963,"type"
"9080",13971,"fabric"
"9081",13981,"!k7"
"9082",13984,"atp"
"9083",13911,"arts & crafts"
"9084",13957,"steev mike"
"9085",13985,"domino"
"9086",13988,"vice"
"9087",13974,"mute"
"9088",13962,"mis ojos discos"
"9089",13966,"e1"
"9090",13967,"gold dust media"
"9091",13975,"moshi moshi"
"9092",13933,"kill rock stars"
"9093",13949,"watergate"
"9094",13972,"4ad"
"9095",13970,"tomlab"
"9096",13939,"kora"
"9097",13938,"american"
"9098",13805,"merge"
"9099",13964,"xl"
"9100",13954,"barsuk"
"9101",13898,"swim~"
"9102",13934,"matador"
"9103",13927,"temporary residence"
"9104",13950,"thrill jockey"
"9105",13943,"fat possum"
"9106",13961,"slumberland"
"9107",13960,"drag city"
"9108",13928,"429"
"9109",13956,"fabric"
"9110",13945,"hfn"
"9111",13932,"labrador"
"9112",13951,"domino"
"9113",13942,"kill rock stars"
"9114",13921,"jagjaguwar"
"9115",13946,"arcade sound"
"9116",13877,"undertow"
"9117",13947,"rough trade"
"9118",13929,"paw tracks"
"9119",13944,"smc"
"9120",13948,"kompakt"
"9121",13906,"glassnote"
"9122",13930,"rhymesayers"
"9123",13937,"guided by voices, inc."
"9124",13940,"suicide squeeze"
"9125",13895,"cooking vinyl"
"9126",13941,"hydra head"
"9127",13931,"carpark"
"9128",13917,"memphis industries"
"9129",13910,"stones throw"
"9130",13862,"ye olde"
"9131",13912,"team love"
"9132",13935,"virgin"
"9133",13935,"realworld"
"9134",13924,"constellation"
"9135",13936,"dead oceans"
"9136",13918,"paper bag"
"9137",13808,"erased tapes"
"9138",13925,"frenchkiss"
"9139",13849,"4ad"
"9140",13849,"constellation"
"9141",13900,"angular"
"9142",13900,"captured tracks"
"9143",13838,"tompkins square"
"9144",13926,"no pain in pop"
"9145",13926,"lefse"
"9146",13920,"sony"
"9147",13915,"20 buck spin"
"9148",13904,"bleep"
"9149",13882,"subliminal sounds"
"9150",13902,"workshop"
"9151",13922,"secretly canadian"
"9152",13886,"graveface"
"9153",13916,"drag city"
"9154",13914,"rush hour"
"9155",13919,"matador"
"9156",13893,"xl"
"9157",13884,"caldo verde"
"9158",13880,"ernest jenning"
"9159",13875,"discograph"
"9160",13875,"infin"
"9161",13909,"social registry"
"9162",13864,"virgin"
"9163",13907,"kora"
"9164",13869,"sub pop"
"9165",13851,"not not fun"
"9166",13710,"waxing deep"
"9167",13908,"astralwerks"
"9168",13883,"world circuit"
"9169",13780,"daptone"
"9170",13903,"rough trade"
"9171",13903,"secret city"
"9172",13905,"vanguard"
"9173",13899,"jagjaguwar"
"9174",13892,"kemado"
"9175",13868,"stones throw"
"9176",13811,"numero group"
"9177",13737,"kranky"
"9178",13116,"cash money"
"9179",13116,"universal motown"
"9180",13116,"young money entertainment"
"9181",13897,"virgin"
"9182",13901,"sub pop"
"9183",13891,"history always favours the winners"
"9184",13687,"locust"
"9185",13885,"bella union"
"9186",13867,"domino"
"9187",13867,"invada"
"9188",13538,"soundway"
"9189",13890,"gnomonsong"
"9190",13889,"verve forecast"
"9191",13860,"matador"
"9192",13853,"arena rock"
"9193",13888,"lil' chief"
"9194",13896,"no fun"
"9195",13776,"intransitive"
"9196",13879,"arts & crafts"
"9197",13834,"domino"
"9198",13847,"terrible"
"9199",13785,"agf producktion"
"9200",13729,"kemado"
"9201",13859,"merge"
"9202",13881,"lovepump united"
"9203",13874,"domino"
"9204",13781,"brille"
"9205",13850,"mexican summer"
"9206",13878,"because"
"9207",13817,"fat possum"
"9208",13841,"sub pop"
"9209",13866,"aagoo"
"9210",13858,"now again"
"9211",13876,"nonesuch"
"9212",13814,"fabric"
"9213",13863,"kompakt"
"9214",13769,"skybucket"
"9215",13865,"wild world"
"9216",13872,"sub pop"
"9217",13872,"bella union"
"9218",13873,"polydor"
"9219",13816,"magic marker"
"9220",13831,"greensleeves"
"9221",13822,"ninja tune"
"9222",13861,"domino"
"9223",13856,"alien transistor"
"9224",13825,"thrill jockey"
"9225",13798,"ruminance"
"9226",13854,"drag city"
"9227",13845,"mad decent"
"9228",13857,"xl"
"9229",13829,"southern"
"9230",13820,"sterns africa"
"9231",13855,"imbalance computer music"
"9232",13844,"kanine"
"9233",13835,"v2"
"9234",13852,"rough trade"
"9235",13852,"vagrant"
"9236",13788,"thrill jockey"
"9237",13840,"profound lore"
"9238",13848,"smalltown supersound"
"9239",13832,"comedy central"
"9240",13846,"merge"
"9241",13842,"kompakt"
"9242",13637,"kranky"
"9243",13839,"merge"
"9244",13837,"root strata"
"9245",13833,"!k7"
"9246",13824,"underwater peoples"
"9247",13536,"darla"
"9248",13836,"warner bros."
"9249",13801,"rj's electrical connections"
"9250",13815,"bar/none"
"9251",13783,"bella union"
"9252",13783,"raven marching band"
"9253",13819,"atp"
"9254",13830,"domino"
"9255",13775,"harmonia mundi"
"9256",13827,"iconoclassic"
"9257",13671,"nuclear blast"
"9258",13828,"team love"
"9259",13818,"paw tracks"
"9260",13803,"drag city"
"9261",13826,"awal"
"9262",13826,"bdb"
"9263",13791,"fabric"
"9264",13667,"goner"
"9265",13823,"interscope"
"9266",13786,"mexican summer"
"9267",13813,"ample play"
"9268",13690,"polyvinyl"
"9269",13569,"rune grammofon"
"9270",13821,"def jam"
"9271",13660,"knitting factory"
"9272",13812,NA
"9273",13770,"hemlock"
"9274",13792,"friendly fire"
"9275",13792,"morningside"
"9276",13807,"xl"
"9277",13793,NA
"9278",13804,"tee pee"
"9279",13787,"death by audio"
"9280",13806,"anticipate"
"9281",13810,"cash money"
"9282",13810,"universal motown"
"9283",13810,"young money entertainment"
"9284",13809,"bedroom community"
"9285",13779,"numero group"
"9286",13796,"siltbreeze"
"9287",13743,"absolutely kosher"
"9288",13800,"lex"
"9289",13797,"adultswim.com"
"9290",13799,"captured tracks"
"9291",13661,"important"
"9292",13777,"zum"
"9293",13794,"self-released"
"9294",13795,"arts & crafts"
"9295",13789,"type"
"9296",13802,"delsin"
"9297",13782,"thrill jockey"
"9298",13772,"sincerely yours"
"9299",13774,"hip-o select"
"9300",13784,"sub pop"
"9301",13748,"!k7"
"9302",13633,"tzadik"
"9303",13790,"jive"
"9304",13778,"rounder"
"9305",13597,"fader"
"9306",13773,"kitsun"
"9307",13761,"b a songs"
"9308",13771,"reprise"
"9309",13755,"v2"
"9310",13768,"fat possum"
"9311",13763,"rodriguez lpez"
"9312",13759,"tompkins square"
"9313",13767,"columbia"
"9314",13758,"abkco"
"9315",13760,"palm"
"9316",13757,"lefse"
"9317",13575,"deathwish"
"9318",13766,"asthmatic kitty"
"9319",13749,"dangerbird"
"9320",13623,"dangerbird"
"9321",13751,"gigantic"
"9322",13765,"punch drunk"
"9323",13762,"legacy"
"9324",13762,"rca"
"9325",13764,"renaissance"
"9326",13756,"rune grammofon"
"9327",13606,"def jam"
"9328",13736,"numero group"
"9329",13744,"orchard"
"9330",13728,"polydor"
"9331",13678,"strut"
"9332",13745,"stones throw"
"9333",13699,"rvng intl."
"9334",13708,"reprise"
"9335",13754,"merge"
"9336",13585,"cadenza"
"9337",13750,"thrill jockey"
"9338",13669,"hydra head"
"9339",13752,"rhymesayers"
"9340",13753,"hear music"
"9341",13735,"florid"
"9342",13674,"kompakt"
"9343",13677,"kanine"
"9344",13740,"def jam"
"9345",13634,"stones throw"
"9346",13738,"smc"
"9347",13734,"asthmatic kitty"
"9348",13564,"secretly canadian"
"9349",13742,"astralwerks"
"9350",13742,"mute"
"9351",13747,"blakroc"
"9352",13713,"film guerrero"
"9353",13720,"traffic entertainment"
"9354",13746,"minty fresh"
"9355",13746,"little sister"
"9356",13741,"atlantic"
"9357",13727,"island"
"9358",13665,"gold dust media"
"9359",13670,"southern lord"
"9360",13731,"hotflush"
"9361",13739,"domino"
"9362",13733,"rhino"
"9363",13715,"frog stand"
"9364",13726,"alien8"
"9365",13724,"self-released"
"9366",13732,"dischord"
"9367",13732,"desoto"
"9368",13714,"bakery outlet"
"9369",13730,"cornerstone"
"9370",13718,"three lobed"
"9371",13712,"drag city"
"9372",13725,"anti-"
"9373",13683,"soul jazz"
"9374",13722,"western vinyl"
"9375",13723,"drag city"
"9376",13723,"twos & fews"
"9377",13719,"service"
"9378",13631,"rj's electrical connections"
"9379",13721,"rhino"
"9380",13693,"interscope"
"9381",13586,"con d'or"
"9382",13706,"fat cat"
"9383",13717,"interscope"
"9384",13716,"legacy"
"9385",13655,"roll deep"
"9386",13639,"fayettenam"
"9387",13697,"in the red"
"9388",13696,"smalltown supersound"
"9389",13707,"warp"
"9390",13702,"saddle creek"
"9391",13711,"ecstatic peace"
"9392",13412,"act music + vision"
"9393",13703,"woodsist"
"9394",13610,"emi"
"9395",13684,"downtown"
"9396",13662,"rare book room"
"9397",13648,"paper bag"
"9398",13672,"young money entertainment"
"9399",13681,"guided by voices, inc."
"9400",13700,"interscope"
"9401",13709,"warner bros."
"9402",13709,"wichita"
"9403",13701,"peacefrog"
"9404",13646,"dgc"
"9405",13675,"abkco"
"9406",13704,"pias"
"9407",13698,"fat cat"
"9408",13616,"hyperdub"
"9409",13640,"rough trade"
"9410",13676,"greco-roman"
"9411",13680,"agriculture"
"9412",13682,"western vinyl"
"9413",13691,"captured tracks"
"9414",13686,"sub pop"
"9415",13685,"polyvinyl"
"9416",13694,"dead oceans"
"9417",13679,"anchor brain"
"9418",13657,"labrador"
"9419",13695,"interscope"
"9420",13695,"allido"
"9421",13692,"dfa"
"9422",13688,"emergency umbrella"
"9423",13689,"dangerbird"
"9424",13511,"fat possum"
"9425",13618,"hometapes"
"9426",13673,"sony"
"9427",13673,"american"
"9428",13649,"soundway"
"9429",13653,"leaf"
"9430",13663,"bear funk"
"9431",13668,"warp"
"9432",13558,"v2"
"9433",13628,"mute"
"9434",13604,"rock action"
"9435",13565,"xl"
"9436",13666,"rca"
"9437",13484,"in the red"
"9438",13664,"kompakt"
"9439",13539,"bella union"
"9440",13509,"fat possum"
"9441",13656,"geffen"
"9442",13659,"secretly canadian"
"9443",13605,"slumberland"
"9444",13650,"birdman"
"9445",13652,"fat possum"
"9446",13651,"polydor"
"9447",13658,"rca"
"9448",13603,"relapse"
"9449",13630,"numero group"
"9450",13622,"tectonic"
"9451",13654,"mercury"
"9452",13643,"gold dust media"
"9453",13629,"stax"
"9454",13588,"kill rock stars"
"9455",13647,"jagjaguwar"
"9456",13645,"warner bros."
"9457",13644,"vapor"
"9458",13602,"ipecac"
"9459",13602,"invada"
"9460",13600,"caldo verde"
"9461",13642,"drag city"
"9462",13641,"warner bros."
"9463",13625,"epitaph"
"9464",13613,"k"
"9465",13624,"anti-"
"9466",13307,"get physical"
"9467",13614,"hyperdub"
"9468",13638,"ultra"
"9469",13635,"verve"
"9470",13566,"paw tracks"
"9471",13612,"mint"
"9472",13636,"touch and go"
"9473",13560,"warp"
"9474",13540,"numero group"
"9475",13627,"kill rock stars"
"9476",13632,"saddle creek"
"9477",13626,"atlantic"
"9478",13626,"chop shop"
"9479",13615,"sony"
"9480",13620,"malicious damage"
"9481",13621,"cherrytree"
"9482",13552,"thrill jockey"
"9483",13617,"atp"
"9484",13595,"constellation"
"9485",13611,"ecstatic peace"
"9486",13587,"sub pop"
"9487",13507,"woodsist"
"9488",13619,"kranky"
"9489",13598,"narnack"
"9490",13599,"audio eagle"
"9491",13609,"xl"
"9492",13608,"ecstatic peace"
"9493",13576,"glassnote"
"9494",13576,"loyaut"
"9495",13592,"ocean rain"
"9496",13582,"self-released"
"9497",13581,"paw tracks"
"9498",13607,"suicide squeeze"
"9499",13570,"sub pop"
"9500",13547,"matador"
"9501",13596,"anticon"
"9502",13601,"atlantic"
"9503",13520,"constellation"
"9504",13593,"asthmatic kitty"
"9505",13590,"warner bros."
"9506",13553,"emi"
"9507",13591,"k"
"9508",13594,"kranky"
"9509",13577,"load"
"9510",13589,"high wire"
"9511",13589,"eternal yip eye"
"9512",13571,"licking fingers"
"9513",13578,"duckdown"
"9514",13584,"triple crown"
"9515",13573,"dirtee stank"
"9516",13562,"rapster"
"9517",13583,"kill rock stars"
"9518",13534,"hometapes"
"9519",13572,"brassland"
"9520",13483,"4ad"
"9521",13574,"virgin"
"9522",13579,"emi"
"9523",13531,"chapter"
"9524",13580,"polyvinyl"
"9525",13510,"lefse"
"9526",13533,"hip-o select"
"9527",13546,"stones throw"
"9528",13549,"world village"
"9529",13523,"bachelor"
"9530",13523,"randy"
"9531",13522,"warner bros."
"9532",13542,"hardly art"
"9533",13557,"warp"
"9534",13514,"borne"
"9535",13521,"important"
"9536",13519,"xl"
"9537",13563,"triple echo"
"9538",13555,"shout! factory"
"9539",13567,"mvd audio"
"9540",13567,"impedance"
"9541",13561,"!k7"
"9542",13550,"dgc"
"9543",13550,"interscope"
"9544",13559,"big dada"
"9545",13535,"matador"
"9546",13554,"guided by voices, inc."
"9547",13515,"young god"
"9548",13548,"asthmatic kitty"
"9549",13537,"def jam"
"9550",13544,"merge"
"9551",13556,"merge"
"9552",13545,"ipecac"
"9553",13518,"green owl"
"9554",13529,"vice"
