"","reviewid","label"
"3189",19630,"trashmouth"
"3190",19531,"hermit hut"
"3191",19570,"profound lore"
"3192",19611,"ninja tune"
"3193",19584,"marathon artists"
"3194",19698,"self-released"
"3195",19518,"sub pop"
"3196",19590,"young turks"
"3197",19517,"astralwerks"
"3198",19597,"ninja tune"
"3199",19597,"werkdiscs"
"3200",19708,"self-released"
"3201",19662,"karlrecords"
"3202",19694,"kay-dee"
"3203",19598,"warner bros."
"3204",19705,"warner bros."
"3205",19705,"ovo sound"
"3206",19690,"true panther"
"3207",19690,"good years"
"3208",19519,"deathwish"
"3209",19677,"century media"
"3210",19699,"asthmatic kitty"
"3211",19645,"lawless"
"3212",19646,"darkhan"
"3213",19628,"southern lord"
"3214",19554,"captured tracks"
"3215",19704,"western vinyl"
"3216",19515,"grand jury"
"3217",19555,"spare thought"
"3218",19588,"hells headbangers"
"3219",19582,"dead oceans"
"3220",19633,"merge"
"3221",19516,"deranged"
"3222",19516,"static shock"
"3223",19661,"boundee"
"3224",19583,"northern spy"
"3225",19514,"loma vista"
"3226",19568,"merge"
"3227",19529,"chapter music"
"3228",19530,"magnetic south"
"3229",19627,"numero group"
"3230",19697,"light in the attic"
"3231",19637,"profan"
"3232",19581,"tiny engines"
"3233",19671,"federal prism"
"3234",19642,"late night tales"
"3235",19686,"warner bros."
"3236",19546,"hush hush"
"3237",19606,"posh isolation"
"3238",19559,"room40"
"3239",19586,"the end"
"3240",19667,"capitol"
"3241",19689,"beat dies"
"3242",19676,"self-released"
"3243",19632,"bad actors"
"3244",19626,"hit + run"
"3245",19685,"caterpillar"
"3246",19643,"rumors"
"3247",19528,"daptone"
"3248",19513,"innovative leisure"
"3249",19509,"prosthetic"
"3250",19631,"sub pop"
"3251",19510,"dovecote"
"3252",19511,"cherry red"
"3253",19511,"burger"
"3254",19567,"relapse"
"3255",19549,"williams street"
"3256",19675,"wedidit"
"3257",19608,"def jam"
"3258",19608,"artium"
"3259",19566,"blue horizon"
"3260",19595,"mute"
"3261",19595,"infectious"
"3262",19542,"self-released"
"3263",19604,"light in the attic"
"3264",19666,"r&s"
"3265",19545,"drag city"
"3266",19594,"underwater peoples"
"3267",19605,"bathetic"
"3268",19665,"polydor"
"3269",19640,"domino"
"3270",19506,"partisan"
"3271",19561,"hometapes"
"3272",19505,"sub pop"
"3273",19625,"columbia"
"3274",19580,"paper bag"
"3275",19504,"domino"
"3276",19543,"tompkins square"
"3277",19607,"metal blade"
"3278",19639,"hyperdub"
"3279",19508,"polyvinyl"
"3280",19508,"transgressive"
"3281",19507,"epitaph"
"3282",19609,"double double whammy"
"3283",19500,"cold spring"
"3284",19664,"duke"
"3285",19644,"secretly canadian"
"3286",19589,"fat cat"
"3287",19641,"godmode"
"3288",19492,"flenser"
"3289",19526,"4ad"
"3290",19601,"classic"
"3291",19576,"connect"
"3292",19527,"bathetic"
"3293",19623,"self-released"
"3294",19638,"temporary residence"
"3295",19562,"body high"
"3296",19544,"secretly canadian"
"3297",19560,"audraglint"
"3298",19476,"nettwerk"
"3299",19603,"capitol"
"3300",19603,"harvest"
"3301",19600,"xl"
"3302",19553,"wichita"
"3303",19488,"brainfeeder"
"3304",19503,"merge"
"3305",19634,"contra paris"
"3306",19612,"odd future"
"3307",19501,"woodsist"
"3308",19575,"arbutus"
"3309",19442,"rvng intl."
"3310",19497,"artemisia"
"3311",19479,"sony"
"3312",19498,"crime on the moon"
"3313",19593,"magical properties"
"3314",19578,"self aware"
"3315",19578,"tor johnson"
"3316",19599,"accidental"
"3317",19547,"kinky beggar"
"3318",19440,"relapse"
"3319",19538,"self-released"
"3320",19463,"!k7"
"3321",19502,"topshelf"
"3322",19592,"warner japan"
"3323",19550,"slumberland"
"3324",19550,"fortuna pop!"
"3325",19496,"woodsist"
"3326",19493,"soul jazz"
"3327",19495,"mexican summer"
"3328",19557,"crammed discs"
"3329",19499,"hyperdub"
"3330",19579,"hot grits"
"3331",19524,"warner bros."
"3332",19539,"warp"
"3333",19482,"avalanche"
"3334",19577,"mister saturday night"
"3335",19569,"sonic cathedral"
"3336",19393,"relapse"
"3337",19487,"caldo verde"
"3338",19540,"kanine"
"3339",19535,"border community"
"3340",19541,"thrill jockey"
"3341",19525,"hooker vision"
"3342",19574,"rephlex"
"3343",19475,"mute"
"3344",19551,"mute"
"3345",19485,"driftless"
"3346",19490,"blackest ever black"
"3347",19484,"mad decent"
"3348",19441,"cloud"
"3349",19483,"paradise of bachelors"
"3350",19483,"dawn"
"3351",19565,"prosthetic"
"3352",19548,"ato"
"3353",19481,"top dawg entertainment"
"3354",19438,"iron lung"
"3355",19434,"rvng intl."
"3356",19537,"polyvinyl"
"3357",19558,"flau"
"3358",19471,"reprise"
"3359",19443,"drag city"
"3360",19455,"domino"
"3361",19470,"mexican summer"
"3362",19381,"century media"
"3363",19381,"housecore"
"3364",19381,"daymare"
"3365",19478,"lefse"
"3366",19536,"dead oceans"
"3367",19439,"stones throw"
"3368",19439,"leaving"
"3369",19489,"eschatone"
"3370",19486,"dais records"
"3371",19433,"domino"
"3372",19433,"weird world"
"3373",19301,"matador"
"3374",19469,"strut"
"3375",19436,"castle face"
"3376",19474,"kobalt"
"3377",19474,"dream drive"
"3378",19465,"mute"
"3379",19465,"brille"
"3380",19465,"rabid"
"3381",19454,"thrill jockey"
"3382",19477,"mello"
"3383",19468,"legacy"
"3384",19457,"profound lore"
"3385",19458,"r&s"
"3386",19450,"capitol"
"3387",19446,"deutsche grammophon"
"3388",19467,"smalltown supersound"
"3389",19106,"parasitic"
"3390",19453,"anti-"
"3391",19466,"chemikal underground"
"3392",19473,"domino"
"3393",19461,"queen diva"
"3394",19462,"orchid tapes"
"3395",19460,"domino"
"3396",19300,"sargent house"
"3397",19459,"numero group"
"3398",19452,"dualtone"
"3399",19451,"light in the attic"
"3400",19449,"interscope"
"3401",19449,"polydor"
"3402",19399,"def jam"
"3403",19408,"akashic"
"3404",19456,"ninja tune"
"3405",19370,"deathwish"
"3406",19472,"harvest"
"3407",19472,"third worlds"
"3408",19409,"dead oceans"
"3409",19431,"sub pop"
"3410",19379,"students of decay"
"3411",19373,"entertainment one"
"3412",19418,"rhino"
"3413",19342,"columbia"
"3414",19422,"asthmatic kitty"
"3415",19378,"creator-destructor"
"3416",19378,"earsplit"
"3417",19364,"mediagroove"
"3418",19427,"mexican summer"
"3419",19432,"secretly canadian"
"3420",19444,"profound lore"
"3421",19448,"tri angle"
"3422",19445,"control group"
"3423",19423,"cherry red"
"3424",19426,"mixpak"
"3425",19447,"caroline"
"3426",19341,"dead oceans"
"3427",19430,"captured tracks"
"3428",19420,"third man"
"3429",19425,"godmode"
"3430",19421,"relapse"
"3431",19424,"sacred bones"
"3432",19360,"temporary residence"
"3433",19429,"caroline"
"3434",19429,"capitol"
"3435",19429,"g-unit"
"3436",19401,"ribbon music"
"3437",19419,"don giovanni"
"3438",19419,"sister polygon"
"3439",19374,"record makers"
"3440",19380,"season of mist"
"3441",19411,"parlophone"
"3442",19406,"brainfeeder"
"3443",19375,"tic tac totally"
"3444",19376,"self-released"
"3445",19359,"sub pop"
"3446",19403,"what's your rupture?"
"3447",19403,"mom & pop"
"3448",19410,"slumberland"
"3449",19412,"ipecac"
"3450",19288,"mie"
"3451",19369,"cantaloupe"
"3452",19407,"ume"
"3453",19405,"self-released"
"3454",19428,"run for cover"
"3455",19416,"numero group"
"3456",19304,"truth & soul"
"3457",19400,"matador"
"3458",19400,"arts & crafts"
"3459",19417,"atlantic"
"3460",19417,"canvasback"
"3461",19404,"merge"
"3462",19402,"comatonse"
"3463",19392,"self-released"
"3464",19302,"mute"
"3465",19302,"bedroom community"
"3466",19398,"odd future"
"3467",19396,"atlantic"
"3468",19396,"big beat"
"3469",19310,"bbe"
"3470",19372,"blackest ever black"
"3471",19311,"owsla"
"3472",19377,"joyful noise"
"3473",19367,"mexican summer"
"3474",19367,"software"
"3475",19413,"self-released"
"3476",19339,"superior viaduct"
"3477",19358,"interscope"
"3478",19358,"cherrytree"
"3479",19414,"partisan"
"3480",19383,"zoo music"
"3481",19383,"dream"
"3482",19397,"carpark"
"3483",19387,"rvng intl."
"3484",19384,"jagjaguwar"
"3485",19257,"merge"
"3486",19391,"429"
"3487",19349,"drag city"
"3488",19371,"light in the attic"
"3489",19395,"domino"
"3490",19395,"secret city"
"3491",19297,"nature sounds"
"3492",19297,"new world color"
"3493",19368,"bloodmoss"
"3494",19092,"full pupp"
"3495",19267,"prophecy"
"3496",19332,"def jam"
"3497",19385,"history always favours the winners"
"3498",19382,"crush"
"3499",19382,"songs"
"3500",19355,"blue flea"
"3501",19363,"warp"
"3502",19258,"big brother"
"3503",19346,"planet mu"
"3504",19390,"self-released"
"3505",19345,"into the light"
"3506",19340,"dekorder"
"3507",19356,"hyperdub"
"3508",19352,"polyvinyl"
"3509",19388,"ghostly"
"3510",19348,"fabric"
"3511",19353,"light in the attic"
"3512",19344,"atlantic"
"3513",19344,"parlophone"
"3514",19338,"heartworm"
"3515",19389,"light in the attic"
"3516",19241,"sargent house"
"3517",19331,"innova"
"3518",19256,"nonesuch"
"3519",19362,"self-released"
"3520",19347,"northern spy"
"3521",19298,"thrill jockey"
"3522",19296,"exit stencil"
"3523",19335,"yebo"
"3524",19269,"profound lore"
"3525",19361,"self-released"
"3526",19386,"high top mountain"
"3527",19357,"peoples potential unlimited"
"3528",19333,"epic"
"3529",19233,"temporary residence"
"3530",19230,"hbk gang"
"3531",19268,"hardly art"
"3532",19334,"mexican summer"
"3533",19334,"software"
"3534",19337,"atlantic"
"3535",19337,"wea"
"3536",19337,"big beat"
"3537",19365,"fool's gold"
"3538",19309,"eglo"
"3539",19366,"fire"
"3540",19237,"the flenser"
"3541",19329,"nonesuch"
"3542",19336,"guided by voices, inc."
"3543",19336,"fire"
"3544",19323,"turnstile"
"3545",19234,"sacred bones"
"3546",19232,"norma evangelium diaboli"
"3547",19326,"mute"
"3548",19326,"young god"
"3549",19327,"because music"
"3550",19327,"loma vista"
"3551",19265,"absolute magnitude"
"3552",19266,"arbutus"
"3553",19351,"dekorder"
"3554",19320,"rhymesayers"
"3555",19330,"southern belle"
"3556",19354,"fat cat"
"3557",19350,"flannelgraph"
"3558",19325,"self-released"
"3559",19322,"regal"
"3560",19322,"warner bros."
"3561",19270,"self-released"
"3562",19321,"ghostly international"
"3563",19324,"western vinyl"
"3564",19328,"harbinger sound"
"3565",19317,"anticon"
"3566",19318,"hyperdub"
"3567",19263,"run for cover"
"3568",19308,"uno"
"3569",19231,"not not fun"
"3570",19314,"4ad"
"3571",19315,"xl"
"3572",19262,"aesop"
"3573",19212,"carpark"
"3574",19194,"profound lore"
"3575",19312,"ll"
"3576",19313,"warp"
"3577",19264,"yep roc"
"3578",19316,"memphis industries"
"3579",19316,"easy sound"
"3580",19259,"shake it"
"3581",19295,"third man"
"3582",19226,"sub pop"
"3583",19260,"comedy minus one"
"3584",19299,"mexican summer"
"3585",19299,"anthology recordings"
"3586",19307,"decoherence"
"3587",19287,"terrible"
"3588",19222,"island"
"3589",19303,"tri angle"
"3590",19294,"merge"
"3591",19193,"glitterhouse"
"3592",19193,"deathwish"
"3593",19285,"ninja tune"
"3594",19291,"editions mego"
"3595",19161,"jagjaguwar"
"3596",19293,"full pupp"
"3597",19243,"glacial pace"
"3598",19248,"constellation"
"3599",19289,"self-released"
"3600",19247,"fire"
"3601",19251,"goner"
"3602",19306,"umor rex"
"3603",19280,"parlophone"
"3604",19286,"merge"
"3605",19166,"new amsterdam"
"3606",19246,"temporary residence"
"3607",19292,"luckyme"
"3608",19282,"4ad"
"3609",19283,"constellation"
"3610",19290,"self-released"
"3611",19255,"alleviated"
"3612",19275,"nomadic"
"3613",19277,"castle face"
"3614",19238,"thrill jockey"
"3615",19261,"dead broke"
"3616",19189,"negative existence"
"3617",19284,"acphale"
"3618",19245,"secretly canadian"
"3619",19244,"w.a.r. media"
"3620",19236,"tankcrimes"
"3621",19273,"planet mu"
"3622",19254,"orchid tapes"
"3623",19221,"epic"
"3624",19221,"a1"
"3625",19221,"free bandz"
"3626",19274,"sacred bones"
"3627",19276,"kanine"
"3628",19228,"drag city"
"3629",19252,"monday"
"3630",19252,"method"
"3631",19183,"parlophone"
"3632",19183,"warner bros."
"3633",19271,"lefse"
"3634",19272,"self-released"
"3635",19162,"season of mist"
"3636",19227,"carpark"
"3637",19181,"rough trade"
"3638",19181,"what's your rupture?"
"3639",19192,"northern spy"
"3640",19278,"top dawg entertainment"
"3641",19216,"donky pitch"
"3642",19213,"epitaph"
"3643",19156,"fool's gold"
"3644",19239,"milan"
"3645",19279,"fool's gold"
"3646",19184,"drag city"
"3647",18980,"captured tracks"
"3648",19182,"touch and go"
"3649",19201,"xl"
"3650",19173,"ato"
"3651",19218,"local action"
"3652",19211,"p.w. elverum & sun"
"3653",19214,"sub pop"
"3654",19153,"bikini kill"
"3655",19224,"downtown"
"3656",19224,"future classic"
"3657",19190,"ecstatic"
"3658",19249,"rough trade"
"3659",19205,"woodsist"
"3660",19235,"superego"
"3661",19154,"shrimper"
"3662",19187,"monofonus"
"3663",19191,"profound lore"
"3664",19250,"self-released"
"3665",19209,"memphis industries"
"3666",19210,"infin"
"3667",18858,"park the van"
"3668",18858,"nevado"
"3669",19155,"century media"
"3670",19208,"matador"
"3671",18970,"federal prism"
"3672",18970,"sounds like fun"
"3673",19223,"dark entries"
"3674",19225,"thrill jockey"
"3675",19188,"frenchkiss"
"3676",19240,"self-released"
"3677",19242,"warp"
"3678",19203,"thrill jockey"
"3679",19202,"4ad"
"3680",19197,"thrill jockey"
"3681",19200,"domino"
"3682",19151,"vice"
"3683",19196,"triple crown"
"3684",19074,"relapse"
"3685",19207,"black acre"
"3686",19148,"olsen"
"3687",19150,"hardly art"
"3688",19220,"harvest"
"3689",19149,"blackest ever black"
"3690",19217,"in de goot"
"3691",19215,"self-released"
"3692",19186,"sqe"
"3693",19152,"brainfeeder"
"3694",19177,"dead oceans"
"3695",19206,"republic"
"3696",19199,"asthmatic kitty"
"3697",19199,"joyful noise"
"3698",19180,"rvng intl."
"3699",19147,"modern love"
"3700",19143,"jagjaguwar"
"3701",19163,"relapse"
"3702",18864,"130701"
"3703",19175,"temporary residence"
"3704",19172,"crme"
"3705",19171,"morr"
"3706",19178,"casual workout"
"3707",19170,"captured tracks"
"3708",19174,"fat possum"
"3709",19195,"not not fun"
"3710",19145,"loma vista"
"3711",19145,"republic records"
"3712",19025,"goner"
"3713",19025,"aarght"
"3714",19075,"carpark"
"3715",19075,"mom & pop"
"3716",19079,"columbia"
"3717",19079,"legacy"
"3718",19168,"jagjaguwar"
"3719",19137,"lovemonk"
"3720",19159,"mie"
"3721",19122,"razor & tie"
"3722",19126,"ninja tune"
"3723",19165,"yg"
"3724",19169,"brick lane"
"3725",19076,"metal blade"
"3726",19080,"columbia"
"3727",19080,"legacy"
"3728",19123,"cantaloupe"
"3729",19160,"sony masterworks"
"3730",19077,"light in the attic"
"3731",19136,"three lobed"
"3732",19164,"def jam"
"3733",19125,"donky pitch"
"3734",19078,"r.f.c. music group"
"3735",19167,"constellation"
"3736",19120,"century media"
"3737",19124,"4ad"
"3738",19088,"paradise of bachelors"
"3739",19135,"polyvinyl"
"3740",19081,"slumberland"
"3741",19157,"rhymesayers"
"3742",19121,"mute"
"3743",19109,"breadwinners association"
"3744",19158,"kvitnu"
"3745",19142,"uno"
"3746",19104,"12xu"
"3747",19139,"atlantic"
"3748",19139,"big beat"
"3749",19139,"owsla"
"3750",19118,"tri angle"
"3751",19141,"deutsche grammophon"
"3752",19087,"mom & pop"
"3753",19089,"thrill jockey"
"3754",19099,"vice"
"3755",19140,"launch point"
"3756",18924,"the spheres"
"3757",19138,"southern lord"
"3758",19127,"merge"
"3759",19114,"arts & crafts"
"3760",19119,"suicide squeeze"
"3761",19115,"drag city"
"3762",19129,"kompakt"
"3763",19134,"sub pop"
"3764",19094,"secretly canadian"
"3765",19133,"universal republic"
"3766",19110,"ghostly international"
"3767",19117,"dull tools"
"3768",19070,"profound lore"
"3769",19086,"captured tracks"
"3770",19111,"xl"
"3771",19111,"terrible"
"3772",19112,"dfa"
"3773",19113,"hellfyre club"
"3774",19116,"subliminal sounds"
"3775",19103,"arts & crafts"
"3776",19131,NA
"3777",19102,"fabric"
"3778",19128,"ipecac"
"3779",19105,"relapse"
"3780",18930,"madlib invazion"
"3781",19090,"numero group"
"3782",19108,"fiction"
"3783",19108,"concord"
"3784",19095,"spectrum spools"
"3785",19132,"beating a dead horse"
"3786",19098,"double feature"
"3787",19072,"young money entertainment"
"3788",19063,"light in the attic"
"3789",19084,"peoples potential unlimited"
"3790",19085,"moribund"
"3791",19130,"double double whammy"
"3792",19107,"drag city"
"3793",19001,"city slang"
"3794",19001,"temporary residence"
"3795",18962,"gilead media"
"3796",18962,"vendetta"
"3797",18962,"howling mine"
"3798",19000,"astralwerks"
"3799",19000,"virgin emi"
"3800",19101,"because"
"3801",18987,"partisan"
"3802",19073,"thrill jockey"
"3803",19091,"captured tracks"
"3804",18859,"season of mist"
"3805",19100,"columbia"
"3806",19050,"rca"
"3807",19066,"asthmatic kitty"
"3808",19062,"kanine"
"3809",19052,"mute"
"3810",19097,"maybach"
"3811",19071,"relapse"
"3812",19069,"quite scientific"
"3813",19068,"day tripper"
"3814",18881,"greedhead"
"3815",19096,"numero group"
"3816",18972,"ato"
"3817",18978,"perc trax"
"3818",19042,"translation loss"
"3819",19083,"darup associates"
"3820",18971,"sacred bones"
"3821",19067,"software"
"3822",19035,"warp"
"3823",19012,"secretly canadian"
"3824",19082,"perfect touch"
"3825",19060,"domino"
"3826",19047,"secretly canadian"
"3827",19047,"mad decent"
"3828",19065,"self-released"
"3829",19019,"soul jazz"
"3830",19053,"sub pop"
"3831",19043,"interscope"
"3832",19043,"top dawg"
"3833",18963,"tiny engines"
"3834",19056,"orchid tapes"
"3835",19061,"western vinyl"
"3836",19006,"ghostly international"
"3837",19054,"sub pop"
"3838",19037,"mahogani"
"3839",19051,"omnivore"
"3840",19023,"warner bros."
"3841",19032,"sahko"
"3842",18961,"domino"
"3843",19055,"merge"
"3844",19021,"nuclear blast"
"3845",19064,"kranky"
"3846",19057,"strut"
"3847",18959,"capitol"
"3848",19041,"castle face"
"3849",19044,"self-released"
"3850",19034,"stones throw"
"3851",19049,"hardly art"
"3852",19020,"loma vista"
"3853",19017,"smalltown supersound"
"3854",19033,"100% silk"
"3855",18985,"!k7"
"3856",18985,"normal surround"
"3857",19018,"kanine"
"3858",18999,"parlophone"
"3859",19008,"drag city"
"3860",19059,"mississippi"
"3861",18958,"metal blade"
"3862",19013,"forcefield"
"3863",18960,"hemlock"
"3864",19016,"endless flight"
"3865",19038,"no pain in pop"
"3866",19046,"parliament of trees"
"3867",19026,"versatile"
"3868",18957,"gbv"
"3869",18957,"fire"
"3870",19011,"stars & letters"
"3871",19040,"ninja tune"
"3872",18981,"relapse"
"3873",18997,"prosthetic"
"3874",19009,"universal"
"3875",19009,"republic"
"3876",19031,"ato"
"3877",19010,"apollo"
"3878",18995,"fat possum"
"3879",19029,"northern silence"
"3880",18956,"jagjaguwar"
"3881",19030,"ecstatic"
"3882",18996,"bloodshot"
"3883",19028,"kobalt"
"3884",19028,"lester"
"3885",18994,"wichita"
"3886",19024,"liberation technologies"
"3887",18993,"hot charity"
"3888",18938,"brown"
"3889",18938,"kobalt"
"3890",18990,"human level"
"3891",19022,"superior viaduct"
"3892",19014,NA
"3893",18986,"the end"
"3894",18857,"sargent house"
"3895",18992,"svart"
"3896",18969,"4ad"
"3897",18935,"carpark"
"3898",18989,"sumerian"
"3899",18976,"woe to the septic heart"
"3900",19005,"not not fun"
"3901",18955,"heavenly"
"3902",18922,"chimera"
"3903",18947,"strut"
"3904",18984,"run for cover"
"3905",18982,"ectopic"
"3906",19002,"carpark"
