"","reviewid","genre"
"10217",13393,"electronic"
"10218",13396,"rock"
"10219",13396,"electronic"
"10220",13385,"rock"
"10221",13379,"global"
"10222",13379,"jazz"
"10223",13292,"electronic"
"10224",13381,"metal"
"10225",13127,"folk/country"
"10226",13374,"rock"
"10227",13375,"rock"
"10228",13373,"rap"
"10229",13387,"pop/r&b"
"10230",13368,"rock"
"10231",13368,"electronic"
"10232",13299,"rock"
"10233",13361,"rock"
"10234",13365,"electronic"
"10235",13141,"rock"
"10236",13376,"pop/r&b"
"10237",13376,"electronic"
"10238",13344,"rock"
"10239",13158,"pop/r&b"
"10240",13158,"electronic"
"10241",13301,"jazz"
"10242",13301,"pop/r&b"
"10243",13372,"pop/r&b"
"10244",13225,"rock"
"10245",13225,"experimental"
"10246",13371,"rock"
"10247",13355,"pop/r&b"
"10248",13364,"rock"
"10249",13369,"rock"
"10250",13369,"pop/r&b"
"10251",13369,"electronic"
"10252",13370,"rock"
"10253",13370,"electronic"
"10254",13363,"electronic"
"10255",13304,"rock"
"10256",13353,"rock"
"10257",13366,"electronic"
"10258",13367,"rock"
"10259",13367,"experimental"
"10260",13351,"rock"
"10261",13360,"rock"
"10262",13352,"experimental"
"10263",13362,"rock"
"10264",13357,"pop/r&b"
"10265",13302,"rock"
"10266",13358,"rock"
"10267",13347,"electronic"
"10268",13267,"jazz"
"10269",13267,"experimental"
"10270",13356,"rap"
"10271",13293,"rock"
"10272",13303,"experimental"
"10273",13354,"rap"
"10274",13174,"rock"
"10275",13359,"rock"
"10276",13359,"jazz"
"10277",13359,"metal"
"10278",13334,"electronic"
"10279",13247,"global"
"10280",13247,"jazz"
"10281",13247,"electronic"
"10282",13340,"rock"
"10283",13290,"rock"
"10284",13287,"rock"
"10285",13287,"electronic"
"10286",13196,"rock"
"10287",13196,"experimental"
"10288",13295,"folk/country"
"10289",13345,"pop/r&b"
"10290",13346,"pop/r&b"
"10291",13263,"rock"
"10292",13348,"rock"
"10293",13350,"rock"
"10294",13297,"rock"
"10295",13297,"electronic"
"10296",13289,"experimental"
"10297",13349,"rock"
"10298",13349,"experimental"
"10299",13224,"rock"
"10300",13224,"electronic"
"10301",13341,"rock"
"10302",13280,"rock"
"10303",13280,"electronic"
"10304",13283,"rock"
"10305",13283,"jazz"
"10306",13283,"experimental"
"10307",13291,"rock"
"10308",13168,"rock"
"10309",13043,"electronic"
"10310",13099,"rock"
"10311",13317,"rock"
"10312",13317,"electronic"
"10313",13279,"rock"
"10314",13343,"global"
"10315",13333,"pop/r&b"
"10316",13240,"jazz"
"10317",13140,"rock"
"10318",13140,"experimental"
"10319",13139,"electronic"
"10320",13339,"rock"
"10321",13339,"electronic"
"10322",13285,"rock"
"10323",13286,"rock"
"10324",13342,"pop/r&b"
"10325",13204,"rock"
"10326",13325,"electronic"
"10327",13335,"folk/country"
"10328",13330,"rock"
"10329",13276,"rock"
"10330",13276,"electronic"
"10331",13148,"folk/country"
"10332",13223,"rock"
"10333",13146,"rock"
"10334",13273,"electronic"
"10335",13270,"rock"
"10336",13272,"rock"
"10337",13272,"experimental"
"10338",13123,"rock"
"10339",13332,"rock"
"10340",13278,"folk/country"
"10341",13274,"rock"
"10342",13100,"rock"
"10343",13220,"rock"
"10344",13269,"electronic"
"10345",13275,"rap"
"10346",13172,"rock"
"10347",13221,"folk/country"
"10348",13221,"experimental"
"10349",13218,"rock"
"10350",13219,"rock"
"10351",13321,"pop/r&b"
"10352",13114,"global"
"10353",13200,"rock"
"10354",13328,"rock"
"10355",13328,"electronic"
"10356",13268,"electronic"
"10357",13320,"experimental"
"10358",13097,"rock"
"10359",13331,"metal"
"10360",13326,"rock"
"10361",13326,"electronic"
"10362",13262,"rock"
"10363",13329,"rap"
"10364",13327,"rock"
"10365",13327,"metal"
"10366",13322,"rock"
"10367",13324,"rock"
"10368",13215,"rock"
"10369",13311,"rock"
"10370",13311,"experimental"
"10371",13266,"electronic"
"10372",13271,"rock"
"10373",13254,"pop/r&b"
"10374",13254,"electronic"
"10375",13202,"rock"
"10376",13173,"rock"
"10377",13261,"rock"
"10378",13201,"rock"
"10379",13319,"rock"
"10380",13319,"rap"
"10381",13255,"rock"
"10382",13256,"rock"
"10383",13256,"metal"
"10384",13259,"rock"
"10385",13318,"folk/country"
"10386",13187,"rock"
"10387",13258,"global"
"10388",13257,"rock"
"10389",13182,"pop/r&b"
"10390",13176,"rock"
"10391",13180,"rock"
"10392",13316,"pop/r&b"
"10393",13210,"rock"
"10394",13313,"rock"
"10395",13315,"rock"
"10396",13315,"electronic"
"10397",13314,"rock"
"10398",13249,"rap"
"10399",13249,"pop/r&b"
"10400",13252,"rock"
"10401",13252,"experimental"
"10402",13244,"rock"
"10403",13175,"folk/country"
"10404",13241,"rap"
"10405",13312,"rock"
"10406",13178,"folk/country"
"10407",13251,"electronic"
"10408",13310,"rock"
"10409",13310,"experimental"
"10410",13310,"electronic"
"10411",12739,"rock"
"10412",13243,"rock"
"10413",13094,"rock"
"10414",13108,"experimental"
"10415",13265,"pop/r&b"
"10416",13245,"electronic"
"10417",13242,"rap"
"10418",13214,"rock"
"10419",13136,"rock"
"10420",13137,"electronic"
"10421",13130,"rock"
"10422",13119,"rock"
"10423",13260,"rap"
"10424",13260,"metal"
"10425",13122,"rock"
"10426",13132,"rock"
"10427",13236,"global"
"10428",13236,"pop/r&b"
"10429",13183,"rap"
"10430",13239,"rock"
"10431",13239,"rap"
"10432",13239,"metal"
"10433",13040,"rock"
"10434",13040,"experimental"
"10435",13250,"rock"
"10436",13308,"rock"
"10437",13093,"rock"
"10438",13093,"experimental"
"10439",13309,"rap"
"10440",13105,"rock"
"10441",13104,"pop/r&b"
"10442",13237,"rock"
"10443",13233,"pop/r&b"
"10444",13126,"rock"
"10445",13238,"rap"
"10446",13128,"jazz"
"10447",13125,"electronic"
"10448",13230,"rock"
"10449",13305,"pop/r&b"
"10450",13305,"experimental"
"10451",13234,"rock"
"10452",12912,"jazz"
"10453",12912,"experimental"
"10454",13121,"rock"
"10455",13121,"experimental"
"10456",13117,"rock"
"10457",13110,"folk/country"
"10458",13118,"pop/r&b"
"10459",13306,"rock"
"10460",13232,"rock"
"10461",13232,"experimental"
"10462",13113,"rock"
"10463",13113,"electronic"
"10464",13235,"rock"
"10465",13115,"rock"
"10466",13061,"rock"
"10467",13061,"metal"
"10468",13061,"experimental"
"10469",13061,"electronic"
"10470",13112,"pop/r&b"
"10471",13184,"rock"
"10472",13213,"rap"
"10473",13212,"rock"
"10474",13212,"electronic"
"10475",13197,"folk/country"
"10476",13109,"rock"
"10477",13106,"rock"
"10478",13226,"rock"
"10479",13107,"rock"
"10480",13060,"rock"
"10481",13058,"rock"
"10482",13058,"electronic"
"10483",13186,"pop/r&b"
"10484",13057,"rock"
"10485",13081,"pop/r&b"
"10486",13081,"electronic"
"10487",12915,"rock"
"10488",13209,"rock"
"10489",13209,"electronic"
"10490",13211,"rap"
"10491",13231,"electronic"
"10492",13143,"electronic"
"10493",13191,"rock"
"10494",13191,"experimental"
"10495",13164,"rock"
"10496",13095,"electronic"
"10497",13166,"rock"
"10498",13229,"rock"
"10499",13096,"rock"
"10500",13101,"rock"
"10501",13147,"rock"
"10502",13102,"rock"
"10503",13098,"rock"
"10504",13208,"pop/r&b"
"10505",13208,"electronic"
"10506",13185,"electronic"
"10507",13167,"rock"
"10508",13188,"electronic"
"10509",13156,"rock"
"10510",12817,"rock"
"10511",13228,"rap"
"10512",13206,"rock"
"10513",13155,"rock"
"10514",13199,"electronic"
"10515",13120,"rock"
"10516",13067,"rock"
"10517",13067,"electronic"
"10518",13157,"pop/r&b"
"10519",13085,"rock"
"10520",13085,"metal"
"10521",13189,"rock"
"10522",13189,"electronic"
"10523",13049,"rock"
"10524",13161,"rap"
"10525",13163,"jazz"
"10526",13162,"rock"
"10527",13227,"pop/r&b"
"10528",13165,"rock"
"10529",13165,"electronic"
"10530",13159,"rock"
"10531",13160,"rock"
"10532",13160,"electronic"
"10533",13044,"metal"
"10534",13145,"electronic"
"10535",12889,"pop/r&b"
"10536",12889,"electronic"
"10537",13153,"rock"
"10538",13154,"rock"
"10539",13154,"electronic"
"10540",12941,"rock"
"10541",12941,"metal"
"10542",13144,"rock"
"10543",13190,"rap"
"10544",13087,"rock"
"10545",13087,"electronic"
"10546",13082,"rock"
"10547",13088,"jazz"
"10548",13080,"electronic"
"10549",13066,"rock"
"10550",13086,"rock"
"10551",13086,"electronic"
"10552",13091,"rock"
"10553",13076,"rock"
"10554",13083,"rap"
"10555",13083,"electronic"
"10556",13046,"rock"
"10557",13077,"rock"
"10558",13079,"rock"
"10559",13084,"rock"
"10560",13055,"rock"
"10561",13055,"metal"
"10562",13170,"rock"
"10563",13151,"pop/r&b"
"10564",13152,"rap"
"10565",13068,"rock"
"10566",13068,"experimental"
"10567",13075,"rock"
"10568",13050,"rock"
"10569",13074,"rock"
"10570",13064,"pop/r&b"
"10571",13065,"rock"
"10572",13150,"rock"
"10573",13089,"jazz"
"10574",13195,"metal"
"10575",13195,"experimental"
"10576",12972,"folk/country"
"10577",13149,"rap"
"10578",13071,"rock"
"10579",13063,"rock"
"10580",13063,"metal"
"10581",13142,"electronic"
"10582",13192,"rap"
"10583",13059,"pop/r&b"
"10584",13062,"rock"
"10585",13056,"rock"
"10586",13052,"rock"
"10587",13193,"rock"
"10588",13054,"rock"
"10589",13053,"rock"
"10590",12894,"rock"
"10591",13078,"rock"
"10592",13073,"rap"
"10593",13048,"electronic"
"10594",13031,"rock"
"10595",13051,"rock"
"10596",13051,"experimental"
"10597",13045,"rock"
"10598",13169,"pop/r&b"
"10599",12984,"rock"
"10600",13000,"rock"
"10601",13000,"electronic"
"10602",13028,"electronic"
"10603",12991,"rock"
"10604",13037,"rock"
"10605",13092,"pop/r&b"
"10606",13070,"rock"
"10607",13030,"rock"
"10608",13030,"metal"
"10609",13041,"folk/country"
"10610",13018,"rock"
"10611",13042,"rock"
"10612",13036,"rock"
"10613",12862,"electronic"
"10614",13034,"rap"
"10615",13002,"rock"
"10616",13038,"rock"
"10617",13038,"electronic"
"10618",13006,"rock"
"10619",13039,"rock"
"10620",13072,"rock"
"10621",13072,"experimental"
"10622",13024,"rock"
"10623",13047,"rock"
"10624",13047,"electronic"
"10625",13035,"rock"
"10626",13021,"rock"
"10627",13021,"electronic"
"10628",13029,"rap"
"10629",13019,"rap"
"10630",13069,"rock"
"10631",13069,"electronic"
"10632",12891,"rock"
"10633",12900,"pop/r&b"
"10634",13009,"rock"
"10635",13009,"metal"
"10636",13020,"rock"
"10637",12977,"rock"
"10638",12964,"pop/r&b"
"10639",13032,"rock"
"10640",13007,"rock"
"10641",13007,"electronic"
"10642",12997,"rock"
"10643",13017,"rock"
"10644",13017,"experimental"
"10645",13026,"rock"
"10646",13026,"metal"
"10647",13026,"electronic"
"10648",13027,"rock"
"10649",13015,"rock"
"10650",13001,"rock"
"10651",13023,"experimental"
"10652",12996,"pop/r&b"
"10653",13022,"pop/r&b"
"10654",13022,"electronic"
"10655",13016,"rap"
"10656",13012,"rock"
"10657",13010,"rock"
"10658",13010,"experimental"
"10659",13011,"pop/r&b"
"10660",12838,"rock"
"10661",13014,"rock"
"10662",13013,"rock"
"10663",13013,"electronic"
"10664",12990,"rock"
"10665",12986,"rock"
"10666",12995,"rock"
"10667",12980,"rock"
"10668",12980,"experimental"
"10669",13004,"rock"
"10670",13004,"experimental"
"10671",12998,"rock"
"10672",12998,"experimental"
"10673",12998,"electronic"
"10674",12993,"rap"
"10675",12749,"rock"
"10676",12949,"rock"
"10677",12955,"rock"
"10678",13003,"electronic"
"10679",12987,"rock"
"10680",13005,"rock"
"10681",12985,"rock"
"10682",12989,"rock"
"10683",12989,"experimental"
"10684",12943,"folk/country"
"10685",12994,"rock"
"10686",12999,"rock"
"10687",12992,"rock"
"10688",12992,"folk/country"
"10689",12945,"global"
"10690",12945,"jazz"
"10691",12945,"pop/r&b"
"10692",12981,"rock"
"10693",12918,"rock"
"10694",12960,"rap"
"10695",12968,"rock"
"10696",12848,"rock"
"10697",12848,"experimental"
"10698",12909,"rock"
"10699",12909,"experimental"
"10700",12971,"rock"
"10701",12952,"rock"
"10702",12979,"rock"
"10703",12963,"experimental"
"10704",12880,"rock"
"10705",12978,"rock"
"10706",12969,"rock"
"10707",12974,"rock"
"10708",12974,"experimental"
"10709",12957,"pop/r&b"
"10710",12962,"electronic"
"10711",12973,"rock"
"10712",12975,"rock"
"10713",12966,"rock"
"10714",12849,"rock"
"10715",12970,"rock"
"10716",12956,"electronic"
"10717",12967,"rap"
"10718",12965,"rock"
"10719",12961,"electronic"
"10720",12959,"electronic"
"10721",12901,"folk/country"
"10722",12878,"rock"
"10723",12837,"rock"
"10724",12954,"rock"
"10725",12953,"rock"
"10726",12958,"rock"
"10727",12958,"metal"
"10728",12948,"rock"
"10729",12936,"rock"
"10730",12950,"electronic"
"10731",12944,"rock"
"10732",12939,"rock"
"10733",12828,"rock"
"10734",12940,"rock"
"10735",12940,"electronic"
"10736",12931,"rock"
"10737",12931,"rap"
"10738",12879,"folk/country"
"10739",12932,"rock"
"10740",12886,"rock"
"10741",12942,"rock"
"10742",12902,"rock"
"10743",12902,"electronic"
"10744",12916,"rock"
"10745",12947,"rock"
"10746",12947,"electronic"
"10747",12946,"rock"
"10748",12946,"experimental"
"10749",12935,"rock"
"10750",12924,"rap"
"10751",12924,"electronic"
"10752",12905,"rock"
"10753",12906,"rock"
"10754",12906,"experimental"
"10755",12920,"rock"
"10756",12929,"rock"
"10757",12927,"pop/r&b"
"10758",12790,"rock"
"10759",12933,"metal"
"10760",12757,"folk/country"
"10761",12938,"rock"
"10762",12930,"rap"
"10763",12925,"rock"
"10764",12925,"electronic"
"10765",12914,"rock"
"10766",12928,"rock"
"10767",12928,"electronic"
"10768",12904,"rock"
"10769",12922,"pop/r&b"
"10770",12922,"electronic"
"10771",12899,"electronic"
"10772",12917,"rap"
"10773",12903,"rock"
"10774",12923,"rock"
"10775",12923,"rap"
"10776",12883,"electronic"
"10777",12926,"rock"
"10778",12913,"rock"
"10779",12888,"rock"
"10780",12888,"electronic"
"10781",12911,"rock"
"10782",12911,"pop/r&b"
"10783",12921,"rock"
"10784",12884,"rock"
"10785",12884,"electronic"
"10786",12890,"rock"
"10787",12890,"experimental"
"10788",12863,"rock"
"10789",12910,"rock"
"10790",12897,"rock"
"10791",12897,"experimental"
"10792",12850,"rock"
"10793",12865,"rock"
"10794",12865,"electronic"
"10795",12861,"rock"
"10796",12908,"rock"
"10797",12907,"rock"
"10798",12907,"experimental"
"10799",12877,"rock"
"10800",12767,"electronic"
"10801",12876,"rock"
"10802",12896,"rock"
"10803",12896,"electronic"
"10804",12868,"folk/country"
"10805",12740,"pop/r&b"
"10806",12882,"rock"
"10807",12784,"rock"
"10808",12895,"rock"
"10809",12898,"rock"
"10810",12840,"rock"
"10811",12840,"experimental"
"10812",12759,"electronic"
"10813",12885,"pop/r&b"
"10814",12885,"electronic"
"10815",12847,"rock"
"10816",12847,"experimental"
"10817",12869,"rock"
"10818",12869,"rap"
"10819",12812,"rock"
"10820",12887,"rock"
"10821",12887,"electronic"
"10822",12892,"rock"
"10823",12873,"rock"
"10824",12881,"rock"
"10825",12803,"electronic"
"10826",12851,"pop/r&b"
"10827",12761,"rap"
"10828",12761,"pop/r&b"
"10829",12893,"rock"
"10830",12846,"rock"
"10831",12800,"folk/country"
"10832",12864,"rock"
"10833",12806,"pop/r&b"
"10834",12872,"metal"
"10835",12830,"rock"
"10836",12830,"electronic"
"10837",12841,"pop/r&b"
"10838",12796,"electronic"
"10839",12867,"folk/country"
"10840",12874,"rock"
"10841",12874,"electronic"
"10842",12875,"rock"
"10843",12811,"rock"
"10844",12797,"rock"
"10845",12785,"rock"
"10846",12870,"rock"
"10847",12871,"rock"
"10848",12822,"rock"
"10849",12793,"electronic"
"10850",12752,"electronic"
"10851",12859,"folk/country"
"10852",12853,"rock"
"10853",12853,"electronic"
"10854",12738,"rock"
"10855",12789,"rock"
"10856",12771,"rock"
"10857",12855,"rock"
"10858",12852,"pop/r&b"
"10859",12747,"folk/country"
"10860",12802,"rap"
"10861",12802,"pop/r&b"
"10862",12834,"rock"
"10863",12834,"metal"
"10864",12860,"pop/r&b"
"10865",12860,"electronic"
"10866",12832,"pop/r&b"
"10867",12773,"rock"
"10868",12792,"electronic"
"10869",12815,"rock"
"10870",12857,"rock"
"10871",12857,"electronic"
"10872",12854,"rock"
"10873",12854,"electronic"
"10874",12836,"rock"
"10875",12791,"jazz"
"10876",12791,"pop/r&b"
"10877",12823,"folk/country"
"10878",12842,"rock"
"10879",12856,"experimental"
"10880",12807,"metal"
"10881",12750,"rock"
"10882",12750,"electronic"
"10883",12821,"rock"
"10884",12845,"rock"
"10885",12845,"electronic"
"10886",12844,"rock"
"10887",12844,"experimental"
"10888",12780,"rock"
"10889",12774,"rock"
"10890",12774,"experimental"
"10891",12778,"electronic"
"10892",12839,"rock"
"10893",12843,"electronic"
"10894",12753,"rock"
"10895",12824,"electronic"
"10896",12775,"rock"
"10897",12833,"electronic"
"10898",12805,"rock"
"10899",12804,"rock"
"10900",12804,"metal"
"10901",12804,"electronic"
"10902",12748,"pop/r&b"
"10903",12825,"rock"
"10904",12835,"electronic"
"10905",12742,"folk/country"
"10906",12814,"rock"
"10907",12816,"folk/country"
"10908",12798,"rock"
"10909",12798,"experimental"
"10910",12826,"rock"
"10911",12829,"metal"
"10912",12776,"jazz"
"10913",12776,"experimental"
"10914",12801,"rock"
"10915",12801,"electronic"
"10916",12768,"rock"
"10917",12831,"rock"
"10918",12799,"rap"
"10919",12799,"pop/r&b"
"10920",12786,"rock"
"10921",12788,"electronic"
"10922",12755,"rap"
"10923",12755,"pop/r&b"
"10924",12827,"rock"
"10925",12827,"electronic"
"10926",12766,"rock"
"10927",12762,"jazz"
"10928",12777,"electronic"
"10929",12769,"electronic"
"10930",12819,"rock"
"10931",12819,"experimental"
"10932",12820,"rock"
"10933",12733,"rap"
"10934",12736,"rock"
"10935",12737,"folk/country"
"10936",12813,"folk/country"
"10937",12809,"rock"
"10938",12770,"rock"
"10939",12763,"global"
"10940",12764,"rock"
"10941",12818,"rock"
"10942",12818,"metal"
"10943",12808,"rap"
"10944",12735,"rock"
"10945",12756,"rap"
"10946",12756,"electronic"
"10947",12779,"rock"
"10948",12779,"electronic"
"10949",12772,"rap"
"10950",12794,"rock"
"10951",12765,"experimental"
"10952",12743,"rock"
"10953",12782,"electronic"
"10954",12751,"folk/country"
"10955",12787,"rock"
"10956",12741,"rock"
"10957",12741,"electronic"
"10958",12795,"rock"
"10959",12734,"rock"
"10960",12783,"rock"
"10961",12754,"rock"
"10962",12760,"pop/r&b"
"10963",12744,"rock"
"10964",12744,"experimental"
"10965",12745,"rock"
"10966",12729,"folk/country"
"10967",12728,"rock"
"10968",12728,"experimental"
"10969",12723,"rock"
"10970",12725,"rock"
"10971",12721,"rock"
"10972",12730,"rock"
"10973",12727,"rock"
"10974",12724,"rock"
"10975",12722,"pop/r&b"
"10976",12722,"electronic"
"10977",12726,"rap"
"10978",12715,"experimental"
"10979",12716,"rock"
"10980",12708,"global"
"10981",12710,"rock"
"10982",12713,"rock"
"10983",12717,"rock"
"10984",12714,"rock"
"10985",12711,"rock"
"10986",12712,"rock"
"10987",12709,"rock"
"10988",12706,"electronic"
"10989",12707,"experimental"
"10990",12698,"rock"
"10991",12696,"rock"
"10992",12704,"rock"
"10993",12704,"experimental"
"10994",12704,"electronic"
"10995",12703,"rock"
"10996",12705,"rock"
"10997",12693,"rock"
"10998",12693,"electronic"
"10999",12694,"electronic"
"11000",12699,"folk/country"
"11001",12702,"rock"
"11002",12695,"global"
"11003",12697,"rock"
"11004",12701,"rock"
"11005",12700,"rock"
"11006",12689,"rock"
"11007",12680,"rap"
"11008",12688,"rock"
"11009",12626,"folk/country"
"11010",12675,"rock"
"11011",12690,"pop/r&b"
"11012",12687,"rock"
"11013",12679,"electronic"
"11014",12677,"rock"
"11015",12684,"electronic"
"11016",12686,"rap"
"11017",12683,"folk/country"
"11018",12682,"electronic"
"11019",12673,"rock"
"11020",12678,"rock"
"11021",12681,"rock"
"11022",12685,"rock"
"11023",12685,"experimental"
"11024",12674,"rock"
"11025",12676,"rock"
"11026",12672,"rock"
"11027",12671,"rock"
"11028",12671,"rap"
"11029",12667,"rock"
"11030",12668,"rock"
"11031",12668,"metal"
"11032",12625,"rock"
"11033",12625,"jazz"
"11034",12625,"pop/r&b"
"11035",12625,"experimental"
"11036",12665,"rock"
"11037",12665,"metal"
"11038",12669,"rock"
"11039",12670,"rock"
"11040",12666,"pop/r&b"
"11041",12663,"rock"
"11042",12664,"rock"
"11043",12662,"rock"
"11044",12662,"electronic"
"11045",12655,"rock"
"11046",12659,"rock"
"11047",12659,"experimental"
"11048",12657,"rock"
"11049",12657,"electronic"
"11050",12654,"rock"
"11051",12661,"rock"
"11052",12656,"rock"
"11053",12660,"rock"
"11054",12653,"electronic"
"11055",12658,"rock"
"11056",12658,"metal"
"11057",12651,"rap"
"11058",12652,"rock"
"11059",12648,"rock"
"11060",12650,"metal"
"11061",12650,"electronic"
"11062",12649,"rock"
"11063",12649,"rap"
"11064",12649,"electronic"
"11065",12644,"rock"
"11066",12637,"rock"
"11067",12635,"rock"
"11068",12633,"rap"
"11069",12646,"rock"
"11070",12646,"experimental"
"11071",12645,"rock"
"11072",12645,"experimental"
"11073",12642,"rock"
"11074",12630,"electronic"
"11075",12643,"rock"
"11076",12643,"electronic"
"11077",12647,"rock"
"11078",12639,"rock"
"11079",12636,"rap"
"11080",12638,"experimental"
"11081",12632,"rock"
"11082",12632,"metal"
"11083",12631,"rock"
"11084",12640,"rock"
"11085",12634,"electronic"
"11086",12629,"rock"
"11087",12628,"electronic"
"11088",12641,"rock"
"11089",12641,"experimental"
"11090",12619,"electronic"
"11091",12621,"rock"
"11092",12621,"electronic"
"11093",12613,"rock"
"11094",12611,"electronic"
"11095",12580,"folk/country"
"11096",12608,"rock"
"11097",12608,"experimental"
"11098",12617,"rock"
"11099",12620,"rock"
"11100",12606,"rock"
"11101",12606,"electronic"
"11102",12558,"rock"
"11103",12558,"electronic"
"11104",12567,"electronic"
"11105",12616,"rock"
"11106",12616,"experimental"
"11107",12618,"rock"
"11108",12573,"experimental"
"11109",12599,"rock"
"11110",12599,"electronic"
"11111",12615,"electronic"
"11112",12607,"experimental"
"11113",12610,"rock"
"11114",12610,"electronic"
"11115",12560,"metal"
"11116",12561,"rock"
"11117",12561,"experimental"
"11118",12614,"rock"
"11119",12595,"rap"
"11120",12569,"rock"
"11121",12569,"rap"
"11122",12569,"electronic"
"11123",12570,"electronic"
"11124",12557,"electronic"
"11125",12609,"rock"
"11126",12609,"electronic"
"11127",12600,"rock"
"11128",12600,"electronic"
"11129",12592,"rap"
"11130",12592,"pop/r&b"
"11131",12584,"rock"
"11132",12584,"pop/r&b"
"11133",12562,"rock"
"11134",12612,"rock"
"11135",12612,"electronic"
"11136",12603,"rock"
"11137",12579,"rock"
"11138",12586,"pop/r&b"
"11139",12586,"folk/country"
"11140",12572,"rock"
"11141",12605,"rock"
"11142",12604,"electronic"
"11143",12594,"rock"
"11144",12564,"rock"
"11145",12559,"rock"
"11146",12590,"rock"
"11147",12593,"rock"
"11148",12574,"rock"
"11149",12574,"experimental"
"11150",12563,"pop/r&b"
"11151",12571,"rock"
"11152",12581,"rock"
"11153",12589,"rock"
"11154",12577,"electronic"
"11155",12578,"folk/country"
"11156",12588,"folk/country"
"11157",12596,"rock"
"11158",12602,"jazz"
"11159",12602,"pop/r&b"
"11160",12602,"electronic"
"11161",12583,"rock"
"11162",12585,"rock"
"11163",12575,"rock"
"11164",12575,"experimental"
"11165",12575,"electronic"
"11166",12601,"rock"
"11167",12591,"rap"
"11168",12568,"rock"
"11169",12568,"electronic"
"11170",12587,"rock"
"11171",12576,"rock"
"11172",12597,"rock"
"11173",12597,"electronic"
"11174",12598,"pop/r&b"
"11175",12598,"experimental"
"11176",12598,"electronic"
"11177",12566,"rock"
"11178",12582,"pop/r&b"
"11179",12565,"rap"
"11180",12565,"jazz"
"11181",12543,"electronic"
"11182",12555,"rock"
"11183",12555,"electronic"
"11184",12537,"rap"
"11185",12537,"pop/r&b"
"11186",12537,"metal"
"11187",12552,"rock"
"11188",12552,"experimental"
"11189",12552,"electronic"
"11190",12530,"rock"
"11191",12554,"rock"
"11192",12523,"electronic"
"11193",12534,"rock"
"11194",12549,"rock"
"11195",12522,"rock"
"11196",12553,"rock"
"11197",12551,"pop/r&b"
"11198",12551,"electronic"
"11199",12535,"rock"
"11200",12539,"rock"
"11201",12521,"rock"
"11202",12546,"rock"
"11203",12542,"rock"
"11204",12538,"rock"
"11205",12445,"rock"
"11206",12445,"electronic"
"11207",12550,"rock"
"11208",12550,"electronic"
"11209",12547,"electronic"
"11210",12548,"rock"
"11211",12525,"global"
"11212",12526,"electronic"
"11213",12529,"rock"
"11214",12545,"rap"
"11215",12541,"rock"
"11216",12532,"rock"
"11217",12533,"rock"
"11218",12527,"rock"
"11219",12527,"metal"
"11220",12527,"experimental"
"11221",12540,"rap"
"11222",12544,"rock"
"11223",12544,"electronic"
"11224",12531,"pop/r&b"
"11225",12528,"rock"
"11226",12536,"rock"
"11227",12518,"rock"
"11228",12518,"experimental"
"11229",12519,"rock"
"11230",12511,"rock"
"11231",12511,"electronic"
"11232",12514,"rock"
"11233",12517,"rap"
"11234",12515,"rock"
"11235",12516,"jazz"
"11236",12516,"pop/r&b"
"11237",12512,"rock"
"11238",12512,"experimental"
"11239",12510,"rock"
"11240",12513,"pop/r&b"
"11241",12513,"folk/country"
"11242",12496,"rap"
"11243",12496,"pop/r&b"
"11244",12474,"rock"
"11245",12506,"rock"
"11246",12509,"rock"
"11247",12475,"rock"
"11248",12499,"rock"
"11249",12508,"rap"
"11250",12488,"rock"
"11251",12488,"electronic"
"11252",12487,"rock"
"11253",12491,"rap"
"11254",12493,"electronic"
"11255",12492,"rock"
"11256",12490,"rock"
"11257",12480,"pop/r&b"
"11258",12486,"rock"
"11259",12507,"rock"
"11260",12504,"rock"
"11261",12494,"electronic"
"11262",12524,"rock"
"11263",12524,"experimental"
"11264",12481,"folk/country"
"11265",12505,"rock"
"11266",12497,"rock"
"11267",12476,"rock"
"11268",12489,"rock"
"11269",12478,"rock"
"11270",12503,"electronic"
"11271",12500,"rock"
"11272",12485,"rock"
"11273",12485,"metal"
"11274",12483,"rock"
"11275",12483,"electronic"
"11276",12477,"electronic"
"11277",12501,"rock"
"11278",12502,"experimental"
"11279",12472,"rock"
"11280",12482,"rock"
"11281",12482,"experimental"
"11282",12471,"rock"
"11283",12471,"electronic"
"11284",12498,"rap"
"11285",12495,"rock"
"11286",12479,"rock"
"11287",12484,"rock"
"11288",12484,"electronic"
"11289",12473,"rock"
"11290",12469,"rock"
"11291",12470,"rock"
"11292",12448,"jazz"
"11293",12458,"rap"
"11294",12458,"pop/r&b"
"11295",12446,"rock"
"11296",12466,"rock"
"11297",12455,"rock"
"11298",12450,"rock"
"11299",12463,"rock"
"11300",12452,"jazz"
"11301",12452,"metal"
"11302",12467,"rock"
"11303",12468,"rap"
"11304",12454,"rock"
"11305",12459,"electronic"
"11306",12447,"rock"
"11307",12464,"rock"
"11308",12465,"electronic"
"11309",12451,"rap"
"11310",12451,"pop/r&b"
"11311",12449,"rock"
"11312",12449,"experimental"
"11313",12461,"rock"
"11314",12460,"rock"
"11315",12460,"pop/r&b"
"11316",12460,"electronic"
"11317",12462,"pop/r&b"
"11318",12453,"rock"
"11319",12453,"electronic"
"11320",12457,"rock"
"11321",12456,"rap"
"11322",12444,"rap"
"11323",12442,"rock"
"11324",12434,"metal"
